Date,SSO,UPRO,SPXL,SH,SDS,SPXS,QLD,TQQQ,PSQ,QID,SQQQ,MVV,MYY,MZZ,UWM,TNA,RWM,TWM,TZA,URE,REK,UPW,SDP,EFO,EFZ,EFU,EET,EUM,EEV,UST,TYD,TBX,PST,TYO,UBT,TMF,TBF,TBT,TMV,UGL,GLL,UVXY,TLT
1992-01-09,1.44556,1.39086,2.96287,228.71154,43802.07402,4879055.56747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15516,,,,,,633967740760699117299040256.00000,17.66610
1992-01-10,1.42787,1.36523,2.90821,230.15088,44348.04119,4969880.48513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12846,,,,,,603978335954562877713547264.00000,17.53202
1992-01-13,1.42243,1.35732,2.89131,230.62979,44527.15409,4999582.72666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11188,,,,,,578170865108074966693183488.00000,17.44821
1992-01-14,1.46408,1.41684,3.01804,227.29308,43233.31448,4781265.29298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09868,,,,,,525994876027774564042801152.00000,17.38117
1992-01-15,1.46631,1.41997,3.02466,227.16052,43177.47253,4771605.20379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09193,,,,,,539960935005889546093068288.00000,17.34764
1992-01-16,1.44826,1.39364,2.96853,228.59807,43718.71803,4860939.64644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06624,,,,,,547848780483606984706228224.00000,17.21355
1992-01-17,1.45268,1.39992,2.98185,228.28402,43593.95262,4839774.38604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07525,,,,,,482548889460607849282404352.00000,17.26385
1992-01-20,1.43504,1.37433,2.92728,229.70425,44131.74764,4928977.57902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07804,,,,,,483631155596108454516752384.00000,17.28059
1992-01-21,1.40916,1.33704,2.84780,231.81795,44938.28355,5063682.23958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08706,,,,,,546536431741727166871633920.00000,17.33087
1992-01-22,1.44632,1.38981,2.96015,228.81331,43766.35766,4865103.54384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07084,,,,,,489200019306928929087946752.00000,17.24708
1992-01-23,1.42413,1.35771,2.89173,230.61130,44448.50502,4978431.47902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04860,,,,,,473090497358123896317935616.00000,17.12975
1992-01-24,1.42741,1.36230,2.90145,230.38583,44356.16426,4962512.59417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04516,,,,,,460314746167059632883761152.00000,17.11299
1992-01-27,1.42424,1.35766,2.89151,230.68347,44465.14881,4980386.63944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04786,,,,,,475393764112256408945164288.00000,17.12975
1992-01-28,1.42412,1.35738,2.89087,230.73400,44479.12783,4982326.12288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05980,,,,,,514863270857179328183009280.00000,17.19681
1992-01-29,1.39235,1.31185,2.79385,233.34788,45481.51726,5150347.61720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03464,,,,,,509096720363511861187969024.00000,17.06272
1992-01-30,1.40084,1.32375,2.81913,232.67809,45214.76157,5104611.17872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01903,,,,,,499920462198231153361551360.00000,16.97889
1992-01-31,1.38137,1.29604,2.76007,234.34170,45855.01041,5212574.59686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04354,,,,,,492579741820129865849896960.00000,17.11720
1992-02-03,1.38683,1.30363,2.77618,233.91985,45684.24866,5183029.34580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02775,,,,,,523123866295780215120461824.00000,17.03287
1992-02-04,1.41689,1.34592,2.86619,231.42363,44703.88680,5015783.10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04572,,,,,,509138612818529716359135232.00000,17.13405
1992-02-05,1.41766,1.34690,2.86823,231.40461,44690.71154,5013136.74579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04843,,,,,,516650667303001812765769728.00000,17.15093
1992-02-06,1.41795,1.34721,2.86883,231.42315,44692.16791,5012960.03037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04496,,,,,,537299889155094833744838656.00000,17.13405
1992-02-07,1.39953,1.32086,2.81266,232.96572,45282.63527,5111905.07288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04152,,,,,,521553071118927172024139776.00000,17.11720
1992-02-10,1.41890,1.34818,2.87079,231.39404,44666.13595,5007096.35186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03500,,,,,,520038305524249100449480704.00000,17.08345
1992-02-11,1.41884,1.34800,2.87036,231.43821,44677.82302,5008659.15880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03158,,,,,,480276409503955208959426560.00000,17.06660
1992-02-12,1.44179,1.38060,2.93973,229.60623,43965.16871,4888418.23822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03123,,,,,,463504561553833738029236224.00000,17.06660
1992-02-13,1.41789,1.34616,2.86634,231.55034,44704.25013,5011282.62129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00335,,,,,,463482000678483872123453440.00000,16.91480
1992-02-14,1.41028,1.33523,2.84301,232.21217,44954.27331,5052911.81632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00601,,,,,,443524332554344667002437632.00000,16.93168
1992-02-18,1.37523,1.28532,2.73670,235.15020,46084.82326,5243028.18573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98455,,,,,,486919509544048430889828352.00000,16.81364
1992-02-19,1.38094,1.29321,2.75344,234.71213,45906.37564,5212085.45109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99897,,,,,,441034581790287052851380224.00000,16.89795
1992-02-20,1.41896,1.34652,2.86690,231.52349,44653.21273,4998225.86695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00759,,,,,,421002482313806499777871872.00000,16.94856
1992-02-21,1.40198,1.32225,2.81518,232.94828,45197.45587,5089204.39762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99521,,,,,,423739810510525761631289344.00000,16.88110
1992-02-24,1.40788,1.33050,2.83268,232.49981,45017.76683,5058432.98390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98890,,,,,,430587397686827030163750912.00000,16.84736
1992-02-25,1.39594,1.31347,2.79637,233.52675,45409.93743,5124119.98077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99449,,,,,,398182398732195120484974592.00000,16.88110
1992-02-26,1.42898,1.36000,2.89538,230.80368,44345.43004,4943525.43749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98223,,,,,,406006552012213093885018112.00000,16.81364
1992-02-27,1.41855,1.34501,2.86342,231.68573,44678.96345,4998895.55327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98189,,,,,,398424374935388972034031616.00000,16.81364
1992-02-28,1.41036,1.33325,2.83833,232.39790,44947.87967,5043603.45272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05166,,,,,,401805197636077586785239040.00000,17.21392
1992-03-02,1.40927,1.33160,2.83477,232.53266,44993.87967,5050899.59957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01978,,,,,,406233906002948119817355264.00000,17.04211
1992-03-03,1.41264,1.33627,2.84467,232.29611,44896.73540,5034124.91675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01634,,,,,,417125175868463276319834112.00000,17.02494
1992-03-04,1.38844,1.30183,2.77130,234.32530,45675.81109,5164758.19136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01907,,,,,,437062275429379921250615296.00000,17.04211
1992-03-05,1.36919,1.27466,2.71340,235.99215,46319.83997,5273560.34506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00638,,,,,,455275445983185284957732864.00000,16.97340
1992-03-06,1.35551,1.25545,2.67246,237.21256,46793.28105,5353984.97821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01520,,,,,,499435468966014526037164032.00000,17.02494
1992-03-09,1.36096,1.26293,2.68834,236.77730,46615.77060,5323079.62146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02714,,,,,,493305616267336390742638592.00000,17.09367
1992-03-10,1.37236,1.27870,2.72185,235.82619,46235.74374,5257562.86630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01749,,,,,,452275384285111295741526016.00000,17.04211
1992-03-11,1.35283,1.25132,2.66353,237.54276,46903.43691,5371035.87706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00177,,,,,,489442946784959649898561536.00000,16.95623
1992-03-12,1.35163,1.24955,2.65972,237.68989,46955.85033,5379604.04738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98011,,,,,,483441509373436586987880448.00000,16.83597
1992-03-13,1.36449,1.26729,2.69742,236.59931,46519.43056,5304178.99431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97378,,,,,,429700700076651760567975936.00000,16.80162
1992-03-16,1.36802,1.27211,2.70763,236.33866,46410.66413,5285111.35957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97043,,,,,,430572577130007568526082048.00000,16.78444
1992-03-17,1.38949,1.30196,2.77111,234.52794,45693.51521,5162162.26800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98200,,,,,,369147707079505500314796032.00000,16.85316
1992-03-18,1.38624,1.29729,2.76111,234.84892,45812.21134,5181811.53533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98763,,,,,,363278631444735459789373440.00000,16.88750
1992-03-19,1.39040,1.30302,2.77326,234.53978,45685.77425,5159924.68845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99330,,,,,,355200211063501679220490240.00000,16.92187
1992-03-20,1.40032,1.31686,2.80268,233.74336,45370.03989,5106020.69460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96876,,,,,,362405267275333111428153344.00000,16.78444
1992-03-23,1.39061,1.30307,2.77327,234.59469,45694.95480,5160452.97707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97735,,,,,,356975382948019736487657472.00000,16.83597
1992-03-24,1.38335,1.29276,2.75129,235.24677,45943.58249,5202160.67046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00095,,,,,,341370328717005750150365184.00000,16.97340
1992-03-25,1.37528,1.28136,2.72697,235.97343,46221.82746,5248996.71820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00060,,,,,,334916862297047401683222528.00000,16.97340
1992-03-26,1.37738,1.28419,2.73295,235.83618,46162.21385,5238403.56172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98506,,,,,,335689346042757730455781376.00000,16.88750
1992-03-27,1.34770,1.24259,2.64435,238.41696,47167.09431,5409036.82113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99976,,,,,,325009029132495359427215360.00000,16.97340
1992-03-30,1.34471,1.23835,2.63530,238.72288,47282.41579,5428436.20492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99638,,,,,,321226702208142591576244224.00000,16.95623
1992-03-31,1.34915,1.24439,2.64810,238.37205,47137.46570,5403020.41662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00821,,,,,,325327471777092050362564608.00000,17.02537
1992-04-01,1.35250,1.24892,2.65768,238.13145,47034.64623,5384793.35234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02620,,,,,,332105821751357056441384960.00000,17.12907
1992-04-02,1.32737,1.21400,2.58333,240.38862,47920.20052,5536409.89956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02273,,,,,,347326613475314398962647040.00000,17.11179
1992-04-03,1.33424,1.22334,2.60316,239.80800,47682.84456,5494824.38243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03476,,,,,,334527266673172655720366080.00000,17.18091
1992-04-06,1.36196,1.26137,2.68404,237.35929,46703.17586,5325033.07073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03440,,,,,,332199983199752312080826368.00000,17.18091
1992-04-07,1.31126,1.19084,2.53390,241.81843,48452.32383,5623757.31735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03093,,,,,,392176855823709393857282048.00000,17.16364
1992-04-08,1.28751,1.15840,2.46483,244.04912,49340.49510,5777942.04425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02124,,,,,,431356703516364795442888704.00000,17.11179
1992-04-09,1.32758,1.21240,2.57968,240.29098,47815.26029,5509579.53101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04256,,,,,,355787062859326180869275648.00000,17.23277
1992-04-10,1.35175,1.24542,2.64991,238.13825,46953.67096,5360271.41322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03597,,,,,,322291314772015166450040832.00000,17.19821
1992-04-13,1.36354,1.26163,2.68434,237.13830,46554.03246,5291424.11737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04812,,,,,,324067424058879439206875136.00000,17.26735
1992-04-14,1.40563,1.31995,2.80837,233.51619,45126.70678,5047674.00938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04463,,,,,,292917770704979197987651584.00000,17.25005
1992-04-15,1.43185,1.35679,2.88671,231.37906,44295.09514,4907726.74568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04112,,,,,,268058598235974050229780480.00000,17.23277
1992-04-16,1.43008,1.35417,2.88109,231.56011,44359.32557,4918019.73509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02198,,,,,,258232733152210014737268736.00000,17.12907
1992-04-20,1.38959,1.29656,2.75845,234.87630,45624.82648,5128095.02921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99071,,,,,,284608296149199463462731776.00000,16.95624
1992-04-21,1.39006,1.29713,2.75962,234.87510,45619.02721,5126713.33275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98431,,,,,,298708773750921114607943680.00000,16.92165
1992-04-22,1.38675,1.29240,2.74950,235.19289,45737.33736,5146264.38913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98399,,,,,,281181806574431066103218176.00000,16.92165
1992-04-23,1.39862,1.30890,2.78456,234.22346,45355.21979,5081381.76709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98066,,,,,,275791878321284380366995456.00000,16.90438
1992-04-24,1.38099,1.28407,2.73168,235.73557,45935.88610,5178584.25650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98636,,,,,,270739207471311647240355840.00000,16.93893
1992-04-27,1.37733,1.27887,2.72057,236.08735,46067.59475,5200447.55770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97093,,,,,,289019755713948904847310848.00000,16.85252
1992-04-28,1.38202,1.28530,2.73422,235.72081,45919.76629,5175040.00354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98258,,,,,,280439260512266870293790720.00000,16.92165
1992-04-29,1.40138,1.31223,2.79144,234.10589,45285.58847,5067448.57799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97925,,,,,,270978557380039393029390336.00000,16.90438
1992-04-30,1.42109,1.33982,2.85009,232.49843,44658.36250,4961767.68233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99797,,,,,,258390900321720409859817472.00000,17.01398
1992-05-01,1.40427,1.31594,2.79923,233.91205,45196.34078,5051042.81421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00988,,,,,,283548393112051962244759552.00000,17.08353
1992-05-04,1.43522,1.35934,2.89151,231.37335,44210.05664,4885310.53292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00337,,,,,,289514810496548576287522816.00000,17.04875
1992-05-05,1.43487,1.35875,2.89020,231.43910,44230.12154,4888257.33112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01226,,,,,,280828719817106776563646464.00000,17.10096
1992-05-06,1.43453,1.35816,2.88890,231.50379,44249.88522,4891160.28335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02119,,,,,,282669268835396920169988096.00000,17.15314
1992-05-07,1.43009,1.35176,2.87524,231.89925,44396.04849,4915017.94720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01464,,,,,,273893901708767810816049152.00000,17.11834
1992-05-08,1.43129,1.35337,2.87859,231.83925,44368.09518,4910000.46723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04525,,,,,,249883017003451957146288128.00000,17.29230
1992-05-11,1.44906,1.37847,2.93194,230.43929,43826.98440,4819785.67731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04489,,,,,,236648938410286306088189952.00000,17.29230
1992-05-12,1.43375,1.35653,2.88522,231.69368,44299.14144,4897300.44998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05716,,,,,,246937565622919598272675840.00000,17.36189
1992-05-13,1.43474,1.35781,2.88789,231.66042,44280.29705,4893737.30356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05994,,,,,,233642560634875580277325824.00000,17.37929
1992-05-14,1.41185,1.32523,2.81853,233.54784,44996.47819,5012067.66020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05321,,,,,,238939011125885201733910528.00000,17.34450
1992-05-15,1.39216,1.29739,2.75928,235.21775,45634.45150,5118253.76157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07186,,,,,,221774370100150549864251392.00000,17.44889
1992-05-18,1.41143,1.32423,2.81632,233.62964,45012.80890,5013262.51303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06508,,,,,,215742629371780341616869376.00000,17.41409
1992-05-19,1.43559,1.35815,2.88839,231.66821,44251.79023,4885733.88674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08069,,,,,,191000763935845340445409280.00000,17.50107
1992-05-20,1.42873,1.34831,2.86741,232.25972,44472.73048,4921946.99178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06744,,,,,,190728539829618906476052480.00000,17.43149
1992-05-21,1.40928,1.32068,2.80861,233.87933,45087.73464,5023654.18723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04471,,,,,,195703791931918489757941760.00000,17.30972
1992-05-22,1.41933,1.33472,2.83840,233.08304,44775.60608,4971101.59270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06011,,,,,,190336387026131716038197248.00000,17.39670
1992-05-26,1.40189,1.31001,2.78581,234.55670,45336.21660,5064051.86073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02475,,,,,,213757244938378379928797184.00000,17.20533
1992-05-27,1.40688,1.31690,2.80042,234.17795,45184.59381,5038253.58248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03063,,,,,,192285018638742333492822016.00000,17.24012
1992-05-28,1.43802,1.36053,2.89315,231.62574,44194.33950,4872227.02684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03964,,,,,,186412104379382788054319104.00000,17.29230
1992-05-29,1.42819,1.34648,2.86321,232.45590,44506.01611,4923387.53320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07214,,,,,,186943504097120070014074880.00000,17.47441
1992-06-01,1.44230,1.36634,2.90539,231.34782,44076.27591,4851678.28929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05243,,,,,,197175304666986057792749568.00000,17.36936
1992-06-02,1.41666,1.32980,2.82765,233.44346,44869.54016,4982267.68560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06162,,,,,,198673443192871916889178112.00000,17.42190
1992-06-03,1.42396,1.33998,2.84924,232.88084,44648.03098,4944981.96755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05806,,,,,,192792159308641613538918400.00000,17.40436
1992-06-04,1.41489,1.32708,2.82176,233.66072,44941.93796,4993424.72686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05771,,,,,,177546491799493648666591232.00000,17.40436
1992-06-05,1.41615,1.32875,2.82526,233.59319,44911.10035,4987913.69211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06695,,,,,,195614004583323679668043776.00000,17.45690
1992-06-08,1.41533,1.32752,2.82259,233.69746,44946.14024,4993369.05186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06660,,,,,,205069697031289929059008512.00000,17.45690
1992-06-09,1.39367,1.29695,2.75754,235.52115,45642.83276,5109101.84516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05663,,,,,,219440126118405497715425280.00000,17.40436
1992-06-10,1.37432,1.26984,2.69984,237.19765,46287.05599,5216854.39908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04989,,,,,,231310890787949976492179456.00000,17.36936
1992-06-11,1.38620,1.28621,2.73460,236.21169,45896.89646,5150486.24510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05272,,,,,,222813327295560440323506176.00000,17.38687
1992-06-12,1.39087,1.29262,2.74818,235.85071,45751.57870,5125637.87230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06192,,,,,,193772091569701580873662464.00000,17.43941
1992-06-15,1.39425,1.29724,2.75795,235.60394,45650.39795,5108225.80121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06475,,,,,,188730480299296166456066048.00000,17.45690
1992-06-16,1.38086,1.27845,2.71796,236.77354,46098.46499,5183039.78447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07081,,,,,,196241198279671497126576128.00000,17.49192
1992-06-17,1.33958,1.22104,2.59584,240.35061,47486.14754,5416677.07618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07368,,,,,,250190720163047467300945920.00000,17.50943
1992-06-18,1.33075,1.20887,2.56994,241.18138,47809.09209,5471520.00825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07977,,,,,,250942404510311329965277184.00000,17.54446
1992-06-19,1.34853,1.23302,2.62122,239.60776,47179.95109,5363104.21508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07295,,,,,,210109127817283357175185408.00000,17.50943
1992-06-22,1.34648,1.23011,2.61500,239.83022,47262.00316,5376670.31147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06937,,,,,,215411173465034977995390976.00000,17.49192
1992-06-23,1.35050,1.23555,2.62650,239.50975,47130.41759,5353806.26580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06260,,,,,,172602963141165454509211648.00000,17.45690
1992-06-24,1.35029,1.23516,2.62563,239.56857,47148.09162,5356398.18007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07184,,,,,,169086370736541708186550272.00000,17.50943
1992-06-25,1.34531,1.22824,2.61088,240.05050,47332.19574,5387345.51592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08755,,,,,,167910450926135937198981120.00000,17.59698
1992-06-26,1.34797,1.23179,2.61837,239.85161,47248.52981,5372653.95908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08395,,,,,,171465864985482750618238976.00000,17.57946
1992-06-29,1.38456,1.28186,2.72476,236.63520,45975.85658,5155159.46115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08683,,,,,,144676480803426665731457024.00000,17.59698
1992-06-30,1.37885,1.27381,2.70761,237.17287,46178.13364,5188703.00528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10011,,,,,,145968360796242142809817088.00000,17.67098
1992-07-01,1.41063,1.31777,2.80098,234.47964,45123.86694,5010597.59869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11290,,,,,,144789145300657110209527808.00000,17.74146
1992-07-02,1.40282,1.30672,2.77746,235.16329,45382.38069,5053298.09523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15566,,,,,,152574923718024260441079808.00000,17.97048
1992-07-06,1.41810,1.32800,2.82262,233.91229,44895.45761,4971640.35546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16213,,,,,,167839767392421871116877824.00000,18.00572
1992-07-07,1.38585,1.28262,2.72613,236.60379,45924.23674,5142183.72491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16519,,,,,,182927730772966342590988288.00000,18.02333
1992-07-08,1.39315,1.29265,2.74739,236.02543,45693.69454,5103020.85039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16477,,,,,,176454292318814724755030016.00000,18.02333
1992-07-09,1.41993,1.32983,2.82636,233.79142,44824.03214,4956971.93155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16441,,,,,,159378369656879453692755968.00000,18.02333
1992-07-10,1.42237,1.33319,2.83345,233.62018,44754.24807,4945067.55242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14700,,,,,,143535033342302443469275136.00000,17.93524
1992-07-13,1.42388,1.33522,2.83771,233.52796,44714.65790,4938170.26451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13653,,,,,,147410308073598888626356224.00000,17.88238
1992-07-14,1.44296,1.36197,2.89452,231.99439,44123.17993,4839856.15934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12948,,,,,,138337774451553401223249920.00000,17.84717
1992-07-15,1.43873,1.35589,2.88155,232.36696,44260.52660,4862116.37468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14921,,,,,,122313602761555238895747072.00000,17.95288
1992-07-16,1.44171,1.36003,2.89028,232.15758,44176.48460,4847934.26217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15564,,,,,,117800755054263626320838656.00000,17.98810
1992-07-17,1.42828,1.34094,2.84966,233.26820,44595.23802,4916551.75875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13494,,,,,,121735608590696538110427136.00000,17.88238
1992-07-20,1.41543,1.32275,2.81097,234.34949,45004.35785,4983871.39163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14132,,,,,,121759852835881358668595200.00000,17.91764
1992-07-21,1.41529,1.32249,2.81035,234.39003,45015.88277,4985460.46682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13763,,,,,,120049223463705276986687488.00000,17.90003
1992-07-22,1.39565,1.29487,2.75161,236.04984,45648.93748,5090275.46185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15408,,,,,,133078271270113926323372032.00000,17.98810
1992-07-23,1.40324,1.30536,2.77385,235.43931,45408.44066,5049702.60870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18765,,,,,,128623858497761831871840256.00000,18.16427
1992-07-24,1.39974,1.30039,2.76324,235.76232,45529.07954,5069503.66034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17695,,,,,,128310304977892710193037312.00000,18.11143
1992-07-27,1.39966,1.30019,2.76278,235.80077,45539.58269,5070912.85858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19035,,,,,,135048957962041705881403392.00000,18.18191
1992-07-28,1.44050,1.35702,2.88348,232.39196,44218.60199,4849929.44332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22114,,,,,,121723784530382773456732160.00000,18.34046
1992-07-29,1.47295,1.40280,2.98070,229.80346,43229.56583,4686895.48427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22783,,,,,,126335563983668196373692416.00000,18.37570
1992-07-30,1.48457,1.41931,3.01573,228.92645,42895.68524,4632289.27452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21336,,,,,,126304714528453504215810048.00000,18.30522
